"activityID" "subject" "activityName"
"2722" 2 8 "walking upstairs"
"2723" 2 8 "walking upstairs"
"2724" 2 8 "walking upstairs"
"2725" 2 8 "walking upstairs"
"2726" 2 8 "walking upstairs"
"2727" 2 8 "walking upstairs"
"2728" 2 8 "walking upstairs"
"2729" 2 8 "walking upstairs"
"2730" 2 8 "walking upstairs"
"2731" 2 8 "walking upstairs"
"2732" 2 8 "walking upstairs"
"2733" 2 8 "walking upstairs"
"2734" 2 8 "walking upstairs"
"2735" 2 8 "walking upstairs"
"2736" 2 8 "walking upstairs"
"2737" 2 8 "walking upstairs"
"2738" 2 8 "walking upstairs"
"2739" 2 15 "walking upstairs"
"2740" 2 15 "walking upstairs"
"2741" 2 16 "walking upstairs"
"2742" 2 16 "walking upstairs"
"2743" 2 16 "walking upstairs"
"2744" 2 16 "walking upstairs"
"2745" 2 16 "walking upstairs"
"2746" 2 16 "walking upstairs"
"2747" 2 16 "walking upstairs"
"2748" 2 16 "walking upstairs"
"2749" 2 16 "walking upstairs"
"2750" 2 16 "walking upstairs"
"2751" 2 16 "walking upstairs"
"2752" 2 16 "walking upstairs"
"2753" 2 16 "walking upstairs"
"2754" 2 16 "walking upstairs"
"2755" 2 16 "walking upstairs"
"2756" 2 16 "walking upstairs"
"2757" 2 16 "walking upstairs"
"2758" 2 16 "walking upstairs"
"2759" 2 16 "walking upstairs"
"2760" 2 16 "walking upstairs"
"2761" 2 16 "walking upstairs"
"2762" 2 16 "walking upstairs"
"2763" 2 16 "walking upstairs"
"2764" 2 16 "walking upstairs"
"2765" 2 12 "walking upstairs"
"2766" 2 12 "walking upstairs"
"2767" 2 12 "walking upstairs"
"2768" 2 2 "walking upstairs"
"2769" 2 2 "walking upstairs"
"2770" 2 2 "walking upstairs"
"2771" 2 12 "walking upstairs"
"2772" 2 12 "walking upstairs"
"2773" 2 12 "walking upstairs"
"2774" 2 12 "walking upstairs"
"2775" 2 11 "walking upstairs"
"2776" 2 28 "walking upstairs"
"2777" 2 28 "walking upstairs"
"2778" 2 21 "walking upstairs"
"2779" 2 21 "walking upstairs"
"2780" 2 21 "walking upstairs"
"2781" 2 21 "walking upstairs"
"2782" 2 21 "walking upstairs"
"2783" 2 21 "walking upstairs"
"2784" 2 21 "walking upstairs"
"2785" 2 2 "walking upstairs"
"2786" 2 25 "walking upstairs"
"2787" 2 25 "walking upstairs"
"2788" 2 25 "walking upstairs"
"2789" 2 25 "walking upstairs"
"2790" 2 25 "walking upstairs"
"2791" 2 25 "walking upstairs"
"2792" 2 25 "walking upstairs"
"2793" 2 25 "walking upstairs"
"2794" 2 25 "walking upstairs"
"2795" 2 25 "walking upstairs"
"2796" 2 25 "walking upstairs"
"2797" 2 25 "walking upstairs"
"2798" 2 25 "walking upstairs"
"2799" 2 25 "walking upstairs"
"2800" 2 25 "walking upstairs"
"2801" 2 25 "walking upstairs"
"2802" 2 25 "walking upstairs"
"2803" 2 25 "walking upstairs"
"2804" 2 25 "walking upstairs"
"2805" 2 25 "walking upstairs"
"2806" 2 25 "walking upstairs"
"2807" 2 25 "walking upstairs"
"2808" 2 25 "walking upstairs"
"2809" 2 25 "walking upstairs"
"2810" 2 25 "walking upstairs"
"2811" 2 25 "walking upstairs"
"2812" 2 25 "walking upstairs"
"2813" 2 25 "walking upstairs"
"2814" 2 25 "walking upstairs"
"2815" 2 25 "walking upstairs"
"2816" 2 11 "walking upstairs"
"2817" 2 11 "walking upstairs"
"2818" 2 11 "walking upstairs"
"2819" 2 11 "walking upstairs"
"2820" 2 11 "walking upstairs"
"2821" 2 11 "walking upstairs"
"2822" 2 11 "walking upstairs"
"2823" 2 11 "walking upstairs"
"2824" 2 11 "walking upstairs"
"2825" 2 11 "walking upstairs"
"2826" 2 11 "walking upstairs"
"2827" 2 10 "walking upstairs"
"2828" 2 10 "walking upstairs"
"2829" 2 11 "walking upstairs"
"2830" 2 11 "walking upstairs"
"2831" 2 11 "walking upstairs"
"2832" 2 11 "walking upstairs"
"2833" 2 11 "walking upstairs"
"2834" 2 11 "walking upstairs"
"2835" 2 11 "walking upstairs"
"2836" 2 11 "walking upstairs"
"2837" 2 11 "walking upstairs"
"2838" 2 11 "walking upstairs"
"2839" 2 11 "walking upstairs"
"2840" 2 11 "walking upstairs"
"2841" 2 27 "walking upstairs"
"2842" 2 27 "walking upstairs"
"2843" 2 27 "walking upstairs"
"2844" 2 6 "walking upstairs"
"2845" 2 6 "walking upstairs"
"2846" 2 6 "walking upstairs"
"2847" 2 6 "walking upstairs"
"2848" 2 6 "walking upstairs"
"2849" 2 6 "walking upstairs"
"2850" 2 28 "walking upstairs"
"2851" 2 28 "walking upstairs"
"2852" 2 28 "walking upstairs"
"2853" 2 27 "walking upstairs"
"2854" 2 27 "walking upstairs"
"2855" 2 30 "walking upstairs"
"2856" 2 30 "walking upstairs"
"2857" 2 30 "walking upstairs"
"2858" 2 18 "walking upstairs"
"2859" 2 18 "walking upstairs"
"2860" 2 18 "walking upstairs"
"2861" 2 18 "walking upstairs"
"2862" 2 18 "walking upstairs"
"2863" 2 18 "walking upstairs"
"2864" 2 20 "walking upstairs"
"2865" 2 20 "walking upstairs"
"2866" 2 20 "walking upstairs"
"2867" 2 20 "walking upstairs"
"2868" 2 20 "walking upstairs"
"2869" 2 20 "walking upstairs"
"2870" 2 20 "walking upstairs"
"2871" 2 20 "walking upstairs"
"2872" 2 20 "walking upstairs"
"2873" 2 20 "walking upstairs"
"2874" 2 20 "walking upstairs"
"2875" 2 20 "walking upstairs"
"2876" 2 20 "walking upstairs"
"2877" 2 20 "walking upstairs"
"2878" 2 20 "walking upstairs"
"2879" 2 20 "walking upstairs"
"2880" 2 20 "walking upstairs"
"2881" 2 20 "walking upstairs"
"2882" 2 20 "walking upstairs"
"2883" 2 20 "walking upstairs"
"2884" 2 20 "walking upstairs"
"2885" 2 20 "walking upstairs"
"2886" 2 18 "walking upstairs"
"2887" 2 8 "walking upstairs"
"2888" 2 8 "walking upstairs"
"2889" 2 12 "walking upstairs"
"2890" 2 12 "walking upstairs"
"2891" 2 12 "walking upstairs"
"2892" 2 13 "walking upstairs"
"2893" 2 13 "walking upstairs"
"2894" 2 13 "walking upstairs"
"2895" 2 13 "walking upstairs"
"2896" 2 9 "walking upstairs"
"2897" 2 9 "walking upstairs"
"2898" 2 9 "walking upstairs"
"2899" 2 9 "walking upstairs"
"2900" 2 5 "walking upstairs"
"2901" 2 5 "walking upstairs"
"2902" 2 5 "walking upstairs"
"2903" 2 5 "walking upstairs"
"2904" 2 5 "walking upstairs"
"2905" 2 5 "walking upstairs"
"2906" 2 5 "walking upstairs"
"2907" 2 5 "walking upstairs"
"2908" 2 5 "walking upstairs"
"2909" 2 12 "walking upstairs"
"2910" 2 12 "walking upstairs"
"2911" 2 12 "walking upstairs"
"2912" 2 12 "walking upstairs"
"2913" 2 12 "walking upstairs"
"2914" 2 12 "walking upstairs"
"2915" 2 12 "walking upstairs"
"2916" 2 17 "walking upstairs"
"2917" 2 17 "walking upstairs"
"2918" 2 17 "walking upstairs"
"2919" 2 17 "walking upstairs"
"2920" 2 17 "walking upstairs"
"2921" 2 17 "walking upstairs"
"2922" 2 17 "walking upstairs"
"2923" 2 17 "walking upstairs"
"2924" 2 12 "walking upstairs"
"2925" 2 12 "walking upstairs"
"2926" 2 12 "walking upstairs"
"2927" 2 12 "walking upstairs"
"2928" 2 12 "walking upstairs"
"2929" 2 12 "walking upstairs"
"2930" 2 12 "walking upstairs"
"2931" 2 12 "walking upstairs"
"2932" 2 17 "walking upstairs"
"2933" 2 17 "walking upstairs"
"2934" 2 17 "walking upstairs"
"2935" 2 17 "walking upstairs"
"2936" 2 17 "walking upstairs"
"2937" 2 17 "walking upstairs"
"2938" 2 17 "walking upstairs"
"2939" 2 17 "walking upstairs"
"2940" 2 16 "walking upstairs"
"2941" 2 22 "walking upstairs"
"2942" 2 22 "walking upstairs"
"2943" 2 22 "walking upstairs"
"2944" 2 4 "walking upstairs"
"2945" 2 4 "walking upstairs"
"2946" 2 4 "walking upstairs"
"2947" 2 17 "walking upstairs"
"2948" 2 17 "walking upstairs"
"2949" 2 17 "walking upstairs"
"2950" 2 17 "walking upstairs"
"2951" 2 17 "walking upstairs"
"2952" 2 17 "walking upstairs"
"2953" 2 17 "walking upstairs"
"2954" 2 17 "walking upstairs"
"2955" 2 4 "walking upstairs"
"2956" 2 4 "walking upstairs"
"2957" 2 4 "walking upstairs"
"2958" 2 1 "walking upstairs"
"2959" 2 1 "walking upstairs"
"2960" 2 1 "walking upstairs"
"2961" 2 1 "walking upstairs"
"2962" 2 1 "walking upstairs"
"2963" 2 1 "walking upstairs"
"2964" 2 1 "walking upstairs"
"2965" 2 1 "walking upstairs"
"2966" 2 1 "walking upstairs"
"2967" 2 1 "walking upstairs"
"2968" 2 1 "walking upstairs"
"2969" 2 1 "walking upstairs"
"2970" 2 1 "walking upstairs"
"2971" 2 1 "walking upstairs"
"2972" 2 1 "walking upstairs"
"2973" 2 1 "walking upstairs"
"2974" 2 1 "walking upstairs"
"2975" 2 1 "walking upstairs"
"2976" 2 1 "walking upstairs"
"2977" 2 1 "walking upstairs"
"2978" 2 1 "walking upstairs"
"2979" 2 1 "walking upstairs"
"2980" 2 1 "walking upstairs"
"2981" 2 1 "walking upstairs"
"2982" 2 1 "walking upstairs"
"2983" 2 1 "walking upstairs"
"2984" 2 14 "walking upstairs"
"2985" 2 26 "walking upstairs"
"2986" 2 26 "walking upstairs"
"2987" 2 26 "walking upstairs"
"2988" 2 26 "walking upstairs"
"2989" 2 26 "walking upstairs"
"2990" 2 26 "walking upstairs"
"2991" 2 26 "walking upstairs"
"2992" 2 26 "walking upstairs"
"2993" 2 26 "walking upstairs"
"2994" 2 26 "walking upstairs"
"2995" 2 26 "walking upstairs"
"2996" 2 26 "walking upstairs"
"2997" 2 26 "walking upstairs"
"2998" 2 26 "walking upstairs"
"2999" 2 26 "walking upstairs"
"3000" 2 26 "walking upstairs"
"3001" 2 26 "walking upstairs"
"3002" 2 26 "walking upstairs"
"3003" 2 26 "walking upstairs"
"3004" 2 26 "walking upstairs"
"3005" 2 26 "walking upstairs"
"3006" 2 26 "walking upstairs"
"3007" 2 26 "walking upstairs"
"3008" 2 26 "walking upstairs"
"3009" 2 26 "walking upstairs"
"3010" 2 26 "walking upstairs"
"3011" 2 26 "walking upstairs"
"3012" 2 26 "walking upstairs"
"3013" 2 6 "walking upstairs"
"3014" 2 6 "walking upstairs"
"3015" 2 6 "walking upstairs"
"3016" 2 6 "walking upstairs"
"3017" 2 6 "walking upstairs"
"3018" 2 6 "walking upstairs"
"3019" 2 6 "walking upstairs"
"3020" 2 6 "walking upstairs"
"3021" 2 6 "walking upstairs"
"3022" 2 29 "walking upstairs"
"3023" 2 29 "walking upstairs"
"3024" 2 29 "walking upstairs"
"3025" 2 29 "walking upstairs"
"3026" 2 29 "walking upstairs"
"3027" 2 29 "walking upstairs"
"3028" 2 29 "walking upstairs"
"3029" 2 29 "walking upstairs"
"3030" 2 29 "walking upstairs"
"3031" 2 29 "walking upstairs"
"3032" 2 29 "walking upstairs"
"3033" 2 29 "walking upstairs"
"3034" 2 29 "walking upstairs"
"3035" 2 29 "walking upstairs"
"3036" 2 29 "walking upstairs"
"3037" 2 29 "walking upstairs"
"3038" 2 29 "walking upstairs"
"3039" 2 29 "walking upstairs"
"3040" 2 29 "walking upstairs"
"3041" 2 29 "walking upstairs"
"3042" 2 29 "walking upstairs"
"3043" 2 29 "walking upstairs"
"3044" 2 24 "walking upstairs"
"3045" 2 24 "walking upstairs"
"3046" 2 24 "walking upstairs"
"3047" 2 24 "walking upstairs"
"3048" 2 24 "walking upstairs"
"3049" 2 24 "walking upstairs"
"3050" 2 24 "walking upstairs"
"3051" 2 24 "walking upstairs"
"3052" 2 24 "walking upstairs"
"3053" 2 24 "walking upstairs"
"3054" 2 24 "walking upstairs"
"3055" 2 24 "walking upstairs"
"3056" 2 24 "walking upstairs"
"3057" 2 24 "walking upstairs"
"3058" 2 24 "walking upstairs"
"3059" 2 24 "walking upstairs"
"3060" 2 24 "walking upstairs"
"3061" 2 24 "walking upstairs"
"3062" 2 24 "walking upstairs"
"3063" 2 24 "walking upstairs"
"3064" 2 24 "walking upstairs"
"3065" 2 24 "walking upstairs"
"3066" 2 24 "walking upstairs"
"3067" 2 24 "walking upstairs"
"3068" 2 24 "walking upstairs"
"3069" 2 24 "walking upstairs"
"3070" 2 24 "walking upstairs"
"3071" 2 24 "walking upstairs"
"3072" 2 24 "walking upstairs"
"3073" 2 20 "walking upstairs"
"3074" 2 20 "walking upstairs"
"3075" 2 13 "walking upstairs"
"3076" 2 13 "walking upstairs"
"3077" 2 13 "walking upstairs"
"3078" 2 13 "walking upstairs"
"3079" 2 13 "walking upstairs"
"3080" 2 13 "walking upstairs"
"3081" 2 13 "walking upstairs"
"3082" 2 13 "walking upstairs"
"3083" 2 13 "walking upstairs"
"3084" 2 13 "walking upstairs"
"3085" 2 13 "walking upstairs"
"3086" 2 13 "walking upstairs"
"3087" 2 13 "walking upstairs"
"3088" 2 13 "walking upstairs"
"3089" 2 13 "walking upstairs"
"3090" 2 13 "walking upstairs"
"3091" 2 13 "walking upstairs"
"3092" 2 13 "walking upstairs"
"3093" 2 13 "walking upstairs"
"3094" 2 13 "walking upstairs"
"3095" 2 13 "walking upstairs"
"3096" 2 13 "walking upstairs"
"3097" 2 13 "walking upstairs"
"3098" 2 13 "walking upstairs"
"3099" 2 13 "walking upstairs"
"3100" 2 13 "walking upstairs"
"3101" 2 17 "walking upstairs"
"3102" 2 17 "walking upstairs"
"3103" 2 17 "walking upstairs"
"3104" 2 17 "walking upstairs"
"3105" 2 17 "walking upstairs"
"3106" 2 17 "walking upstairs"
"3107" 2 17 "walking upstairs"
"3108" 2 17 "walking upstairs"
"3109" 2 17 "walking upstairs"
"3110" 2 17 "walking upstairs"
"3111" 2 17 "walking upstairs"
"3112" 2 17 "walking upstairs"
"3113" 2 17 "walking upstairs"
"3114" 2 17 "walking upstairs"
"3115" 2 17 "walking upstairs"
"3116" 2 17 "walking upstairs"
"3117" 2 17 "walking upstairs"
"3118" 2 17 "walking upstairs"
"3119" 2 17 "walking upstairs"
"3120" 2 17 "walking upstairs"
"3121" 2 17 "walking upstairs"
"3122" 2 17 "walking upstairs"
"3123" 2 17 "walking upstairs"
"3124" 2 17 "walking upstairs"
"3125" 2 1 "walking upstairs"
"3126" 2 1 "walking upstairs"
"3127" 2 1 "walking upstairs"
"3128" 2 1 "walking upstairs"
"3129" 2 1 "walking upstairs"
"3130" 2 1 "walking upstairs"
"3131" 2 1 "walking upstairs"
"3132" 2 1 "walking upstairs"
"3133" 2 1 "walking upstairs"
"3134" 2 1 "walking upstairs"
"3135" 2 1 "walking upstairs"
"3136" 2 1 "walking upstairs"
"3137" 2 1 "walking upstairs"
"3138" 2 14 "walking upstairs"
"3139" 2 14 "walking upstairs"
"3140" 2 14 "walking upstairs"
"3141" 2 14 "walking upstairs"
"3142" 2 14 "walking upstairs"
"3143" 2 14 "walking upstairs"
"3144" 2 14 "walking upstairs"
"3145" 2 14 "walking upstairs"
"3146" 2 14 "walking upstairs"
"3147" 2 14 "walking upstairs"
"3148" 2 14 "walking upstairs"
"3149" 2 14 "walking upstairs"
"3150" 2 14 "walking upstairs"
"3151" 2 14 "walking upstairs"
"3152" 2 14 "walking upstairs"
"3153" 2 14 "walking upstairs"
"3154" 2 14 "walking upstairs"
"3155" 2 14 "walking upstairs"
"3156" 2 14 "walking upstairs"
"3157" 2 14 "walking upstairs"
"3158" 2 14 "walking upstairs"
"3159" 2 14 "walking upstairs"
"3160" 2 14 "walking upstairs"
"3161" 2 14 "walking upstairs"
"3162" 2 14 "walking upstairs"
"3163" 2 14 "walking upstairs"
"3164" 2 7 "walking upstairs"
"3165" 2 7 "walking upstairs"
"3166" 2 7 "walking upstairs"
"3167" 2 7 "walking upstairs"
"3168" 2 7 "walking upstairs"
"3169" 2 7 "walking upstairs"
"3170" 2 7 "walking upstairs"
"3171" 2 7 "walking upstairs"
"3172" 2 7 "walking upstairs"
"3173" 2 26 "walking upstairs"
"3174" 2 26 "walking upstairs"
"3175" 2 26 "walking upstairs"
"3176" 2 26 "walking upstairs"
"3177" 2 26 "walking upstairs"
"3178" 2 26 "walking upstairs"
"3179" 2 26 "walking upstairs"
"3180" 2 26 "walking upstairs"
"3181" 2 26 "walking upstairs"
"3182" 2 26 "walking upstairs"
"3183" 2 26 "walking upstairs"
"3184" 2 26 "walking upstairs"
"3185" 2 26 "walking upstairs"
"3186" 2 26 "walking upstairs"
"3187" 2 26 "walking upstairs"
"3188" 2 26 "walking upstairs"
"3189" 2 26 "walking upstairs"
"3190" 2 26 "walking upstairs"
"3191" 2 11 "walking upstairs"
"3192" 2 11 "walking upstairs"
"3193" 2 29 "walking upstairs"
"3194" 2 29 "walking upstairs"
"3195" 2 29 "walking upstairs"
"3196" 2 29 "walking upstairs"
"3197" 2 29 "walking upstairs"
"3198" 2 29 "walking upstairs"
"3199" 2 29 "walking upstairs"
"3200" 2 29 "walking upstairs"
"3201" 2 29 "walking upstairs"
"3202" 2 29 "walking upstairs"
"3203" 2 29 "walking upstairs"
"3204" 2 29 "walking upstairs"
"3205" 2 29 "walking upstairs"
"3206" 2 29 "walking upstairs"
"3207" 2 29 "walking upstairs"
"3208" 2 29 "walking upstairs"
"3209" 2 29 "walking upstairs"
"3210" 2 29 "walking upstairs"
"3211" 2 29 "walking upstairs"
"3212" 2 29 "walking upstairs"
"3213" 2 29 "walking upstairs"
"3214" 2 29 "walking upstairs"
"3215" 2 29 "walking upstairs"
"3216" 2 29 "walking upstairs"
"3217" 2 28 "walking upstairs"
"3218" 2 28 "walking upstairs"
"3219" 2 28 "walking upstairs"
"3220" 2 28 "walking upstairs"
"3221" 2 28 "walking upstairs"
"3222" 2 28 "walking upstairs"
"3223" 2 28 "walking upstairs"
"3224" 2 28 "walking upstairs"
"3225" 2 20 "walking upstairs"
"3226" 2 20 "walking upstairs"
"3227" 2 20 "walking upstairs"
"3228" 2 24 "walking upstairs"
"3229" 2 24 "walking upstairs"
"3230" 2 24 "walking upstairs"
"3231" 2 24 "walking upstairs"
"3232" 2 24 "walking upstairs"
"3233" 2 24 "walking upstairs"
"3234" 2 24 "walking upstairs"
"3235" 2 24 "walking upstairs"
"3236" 2 24 "walking upstairs"
"3237" 2 24 "walking upstairs"
"3238" 2 24 "walking upstairs"
"3239" 2 24 "walking upstairs"
"3240" 2 24 "walking upstairs"
"3241" 2 24 "walking upstairs"
"3242" 2 24 "walking upstairs"
"3243" 2 24 "walking upstairs"
"3244" 2 24 "walking upstairs"
"3245" 2 24 "walking upstairs"
"3246" 2 24 "walking upstairs"
"3247" 2 24 "walking upstairs"
"3248" 2 13 "walking upstairs"
"3249" 2 13 "walking upstairs"
"3250" 2 13 "walking upstairs"
"3251" 2 13 "walking upstairs"
"3252" 2 13 "walking upstairs"
"3253" 2 13 "walking upstairs"
"3254" 2 13 "walking upstairs"
"3255" 2 13 "walking upstairs"
"3256" 2 13 "walking upstairs"
"3257" 2 24 "walking upstairs"
"3258" 2 24 "walking upstairs"
"3259" 2 24 "walking upstairs"
"3260" 2 24 "walking upstairs"
"3261" 2 24 "walking upstairs"
"3262" 2 24 "walking upstairs"
"3263" 2 24 "walking upstairs"
"3264" 2 24 "walking upstairs"
"3265" 2 24 "walking upstairs"
"3266" 2 24 "walking upstairs"
"3267" 3 7 "walking downstairs"
"3268" 3 3 "walking downstairs"
"3269" 3 3 "walking downstairs"
"3270" 3 19 "walking downstairs"
"3271" 3 3 "walking downstairs"
"3272" 3 3 "walking downstairs"
"3273" 3 7 "walking downstairs"
"3274" 3 7 "walking downstairs"
"3275" 3 3 "walking downstairs"
"3276" 3 22 "walking downstairs"
"3277" 3 7 "walking downstairs"
"3278" 3 23 "walking downstairs"
"3279" 3 21 "walking downstairs"
"3280" 3 3 "walking downstairs"
"3281" 3 15 "walking downstairs"
"3282" 3 3 "walking downstairs"
"3283" 3 7 "walking downstairs"
"3284" 3 23 "walking downstairs"
"3285" 3 3 "walking downstairs"
"3286" 3 3 "walking downstairs"
"3287" 3 22 "walking downstairs"
"3288" 3 23 "walking downstairs"
"3289" 3 19 "walking downstairs"
"3290" 3 19 "walking downstairs"
"3291" 3 3 "walking downstairs"
"3292" 3 7 "walking downstairs"
"3293" 3 3 "walking downstairs"
"3294" 3 7 "walking downstairs"
"3295" 3 22 "walking downstairs"
"3296" 3 7 "walking downstairs"
"3297" 3 23 "walking downstairs"
"3298" 3 23 "walking downstairs"
"3299" 3 21 "walking downstairs"
"3300" 3 7 "walking downstairs"
"3301" 3 25 "walking downstairs"
"3302" 3 3 "walking downstairs"
"3303" 3 3 "walking downstairs"
"3304" 3 7 "walking downstairs"
"3305" 3 7 "walking downstairs"
"3306" 3 7 "walking downstairs"
"3307" 3 7 "walking downstairs"
"3308" 3 23 "walking downstairs"
"3309" 3 10 "walking downstairs"
"3310" 3 15 "walking downstairs"
"3311" 3 23 "walking downstairs"
"3312" 3 3 "walking downstairs"
"3313" 3 3 "walking downstairs"
"3314" 3 23 "walking downstairs"
"3315" 3 23 "walking downstairs"
"3316" 3 23 "walking downstairs"
"3317" 3 23 "walking downstairs"
"3318" 3 3 "walking downstairs"
"3319" 3 7 "walking downstairs"
"3320" 3 25 "walking downstairs"
"3321" 3 23 "walking downstairs"
"3322" 3 19 "walking downstairs"
"3323" 3 23 "walking downstairs"
"3324" 3 15 "walking downstairs"
"3325" 3 23 "walking downstairs"
"3326" 3 7 "walking downstairs"
"3327" 3 3 "walking downstairs"
"3328" 3 28 "walking downstairs"
"3329" 3 17 "walking downstairs"
"3330" 3 17 "walking downstairs"
"3331" 3 3 "walking downstairs"
"3332" 3 21 "walking downstairs"
"3333" 3 25 "walking downstairs"
"3334" 3 3 "walking downstairs"
"3335" 3 19 "walking downstairs"
"3336" 3 3 "walking downstairs"
"3337" 3 22 "walking downstairs"
"3338" 3 7 "walking downstairs"
"3339" 3 3 "walking downstairs"
"3340" 3 22 "walking downstairs"
"3341" 3 25 "walking downstairs"
"3342" 3 22 "walking downstairs"
"3343" 3 23 "walking downstairs"
"3344" 3 1 "walking downstairs"
"3345" 3 23 "walking downstairs"
"3346" 3 1 "walking downstairs"
"3347" 3 25 "walking downstairs"
"3348" 3 14 "walking downstairs"
"3349" 3 23 "walking downstairs"
"3350" 3 7 "walking downstairs"
"3351" 3 22 "walking downstairs"
"3352" 3 23 "walking downstairs"
"3353" 3 3 "walking downstairs"
"3354" 3 28 "walking downstairs"
"3355" 3 25 "walking downstairs"
"3356" 3 28 "walking downstairs"
"3357" 3 28 "walking downstairs"
"3358" 3 1 "walking downstairs"
"3359" 3 19 "walking downstairs"
"3360" 3 19 "walking downstairs"
"3361" 3 19 "walking downstairs"
"3362" 3 14 "walking downstairs"
"3363" 3 19 "walking downstairs"
"3364" 3 19 "walking downstairs"
"3365" 3 22 "walking downstairs"
"3366" 3 22 "walking downstairs"
"3367" 3 23 "walking downstairs"
"3368" 3 22 "walking downstairs"
"3369" 3 1 "walking downstairs"
"3370" 3 22 "walking downstairs"
"3371" 3 6 "walking downstairs"
"3372" 3 22 "walking downstairs"
"3373" 3 23 "walking downstairs"
"3374" 3 7 "walking downstairs"
"3375" 3 10 "walking downstairs"
"3376" 3 19 "walking downstairs"
"3377" 3 3 "walking downstairs"
"3378" 3 22 "walking downstairs"
"3379" 3 3 "walking downstairs"
"3380" 3 28 "walking downstairs"
"3381" 3 19 "walking downstairs"
"3382" 3 19 "walking downstairs"
"3383" 3 6 "walking downstairs"
"3384" 3 25 "walking downstairs"
"3385" 3 12 "walking downstairs"
"3386" 3 12 "walking downstairs"
"3387" 3 12 "walking downstairs"
"3388" 3 12 "walking downstairs"
"3389" 3 22 "walking downstairs"
"3390" 3 4 "walking downstairs"
"3391" 3 26 "walking downstairs"
"3392" 3 14 "walking downstairs"
"3393" 3 14 "walking downstairs"
"3394" 3 14 "walking downstairs"
"3395" 3 1 "walking downstairs"
"3396" 3 14 "walking downstairs"
"3397" 3 1 "walking downstairs"
"3398" 3 19 "walking downstairs"
"3399" 3 25 "walking downstairs"
"3400" 3 14 "walking downstairs"
"3401" 3 25 "walking downstairs"
"3402" 3 17 "walking downstairs"
"3403" 3 17 "walking downstairs"
"3404" 3 19 "walking downstairs"
"3405" 3 19 "walking downstairs"
"3406" 3 28 "walking downstairs"
"3407" 3 3 "walking downstairs"
"3408" 3 14 "walking downstairs"
"3409" 3 23 "walking downstairs"
"3410" 3 19 "walking downstairs"
"3411" 3 18 "walking downstairs"
"3412" 3 25 "walking downstairs"
"3413" 3 25 "walking downstairs"
"3414" 3 25 "walking downstairs"
"3415" 3 3 "walking downstairs"
"3416" 3 3 "walking downstairs"
"3417" 3 2 "walking downstairs"
"3418" 3 25 "walking downstairs"
"3419" 3 21 "walking downstairs"
"3420" 3 21 "walking downstairs"
"3421" 3 21 "walking downstairs"
"3422" 3 14 "walking downstairs"
"3423" 3 9 "walking downstairs"
"3424" 3 1 "walking downstairs"
"3425" 3 1 "walking downstairs"
"3426" 3 1 "walking downstairs"
"3427" 3 10 "walking downstairs"
"3428" 3 14 "walking downstairs"
"3429" 3 19 "walking downstairs"
"3430" 3 22 "walking downstairs"
"3431" 3 7 "walking downstairs"
"3432" 3 7 "walking downstairs"
"3433" 3 3 "walking downstairs"
"3434" 3 14 "walking downstairs"
"3435" 3 14 "walking downstairs"
"3436" 3 1 "walking downstairs"
"3437" 3 6 "walking downstairs"
"3438" 3 6 "walking downstairs"
"3439" 3 19 "walking downstairs"
"3440" 3 6 "walking downstairs"
"3441" 3 9 "walking downstairs"
"3442" 3 25 "walking downstairs"
"3443" 3 25 "walking downstairs"
"3444" 3 25 "walking downstairs"
"3445" 3 3 "walking downstairs"
"3446" 3 19 "walking downstairs"
"3447" 3 15 "walking downstairs"
"3448" 3 30 "walking downstairs"
"3449" 3 30 "walking downstairs"
"3450" 3 21 "walking downstairs"
"3451" 3 21 "walking downstairs"
"3452" 3 18 "walking downstairs"
"3453" 3 18 "walking downstairs"
"3454" 3 22 "walking downstairs"
"3455" 3 22 "walking downstairs"
"3456" 3 21 "walking downstairs"
"3457" 3 21 "walking downstairs"
"3458" 3 25 "walking downstairs"
"3459" 3 22 "walking downstairs"
"3460" 3 1 "walking downstairs"
"3461" 3 15 "walking downstairs"
"3462" 3 22 "walking downstairs"
"3463" 3 23 "walking downstairs"
"3464" 3 1 "walking downstairs"
"3465" 3 1 "walking downstairs"
"3466" 3 12 "walking downstairs"
"3467" 3 8 "walking downstairs"
"3468" 3 8 "walking downstairs"
"3469" 3 14 "walking downstairs"
"3470" 3 14 "walking downstairs"
"3471" 3 22 "walking downstairs"
"3472" 3 28 "walking downstairs"
"3473" 3 14 "walking downstairs"
"3474" 3 30 "walking downstairs"
"3475" 3 10 "walking downstairs"
"3476" 3 14 "walking downstairs"
"3477" 3 30 "walking downstairs"
"3478" 3 30 "walking downstairs"
"3479" 3 29 "walking downstairs"
"3480" 3 5 "walking downstairs"
"3481" 3 26 "walking downstairs"
"3482" 3 14 "walking downstairs"
"3483" 3 26 "walking downstairs"
"3484" 3 26 "walking downstairs"
"3485" 3 21 "walking downstairs"
"3486" 3 23 "walking downstairs"
"3487" 3 22 "walking downstairs"
"3488" 3 22 "walking downstairs"
"3489" 3 3 "walking downstairs"
"3490" 3 19 "walking downstairs"
"3491" 3 19 "walking downstairs"
"3492" 3 22 "walking downstairs"
"3493" 3 22 "walking downstairs"
"3494" 3 22 "walking downstairs"
"3495" 3 3 "walking downstairs"
"3496" 3 23 "walking downstairs"
"3497" 3 23 "walking downstairs"
